"Date","White Ball 1","White Ball 2","White Ball 3","White Ball 4","White Ball 5","Powerball","White Ball Sum","White Ball Mean","Jackpot (Annuity)","Day Of Week","Ascendant Sign","Ascendant Deg","Moon Illum %","Moon Phase","Moon Nakshatra","Moon Nakshatra (ML)","Nakshatra No","Pada","Sun Sign","Sun Deg","Sun House","Sun Dignity","Moon Sign","Moon Deg","Moon House","Moon Dignity","Mercury Sign","Mercury Deg","Mercury House","Mercury Dignity","Venus Sign","Venus Deg","Venus House","Venus Dignity","Mars Sign","Mars Deg","Mars House","Mars Dignity","Jupiter Sign","Jupiter Deg","Jupiter House","Jupiter Dignity","Saturn Sign","Saturn Deg","Saturn House","Saturn Dignity","Rahu Sign","Rahu Deg","Rahu House","Rahu Dignity"
"2026-02-16","16","18","19","56","58","6","167","33.4","","Monday","Libra","4","0","Waning","Dhanishta","അവിട്ടം","23","3","Aquarius","4","5","","Aquarius","0","5","","Aquarius","22","5","","Aquarius","14","5","","Capricorn","25","4","EXALTED","Gemini","22","9","","Pisces","6","6","","Aquarius","15","5",""
"2026-02-14","23","43","58","60","64","24","248","49.6","","Saturday","Libra","2","6","Waning","Uttara Ashadha","ഉത്രാടം","21","3","Aquarius","2","5","","Capricorn","5","4","","Aquarius","19","5","","Aquarius","12","5","","Capricorn","24","4","EXALTED","Gemini","22","9","","Pisces","6","6","","Aquarius","15","5",""
"2026-02-11","6","20","33","40","48","5","147","29.4","","Wednesday","Libra","0","26","Waning","Jyeshtha","തൃക്കേട്ട","18","4","Capricorn","29","5","","Scorpio","28","3","DEBILITATED","Aquarius","15","6","","Aquarius","8","6","","Capricorn","21","5","EXALTED","Gemini","22","10","","Pisces","6","7","","Aquarius","15","6",""
"2026-02-09","6","19","22","28","48","24","123","24.6","","Monday","Virgo","28","44","Waning","Anuradha","അനിഴം","17","1","Capricorn","27","5","","Scorpio","4","3","DEBILITATED","Aquarius","11","6","","Aquarius","5","6","","Capricorn","20","5","EXALTED","Gemini","22","10","","Pisces","5","7","","Aquarius","15","6",""
"2026-02-07","25","36","42","51","58","6","212","42.4","","Saturday","Virgo","27","63","Waning","Swati","ചോതി","15","2","Capricorn","25","5","","Libra","10","2","","Aquarius","8","6","","Aquarius","3","6","","Capricorn","18","5","EXALTED","Gemini","22","10","","Pisces","5","7","","Aquarius","15","6",""
"2026-02-04","27","29","30","37","58","15","181","36.2","","Wednesday","Virgo","24","88","Waning","Uttara Phalguni","ഉത്രം","12","2","Capricorn","22","5","","Virgo","3","1","","Aquarius","3","6","","Capricorn","29","5","","Capricorn","16","5","EXALTED","Gemini","23","10","","Pisces","5","7","","Aquarius","15","6",""
"2026-02-02","3","8","31","60","65","4","167","33.4","","Monday","Virgo","22","98","Waning","Magha","മകം","10","2","Capricorn","20","5","","Leo","6","12","","Capricorn","29","5","","Capricorn","27","5","","Capricorn","14","5","EXALTED","Gemini","23","10","","Pisces","5","7","","Aquarius","15","6",""
"2026-01-31","2","8","14","40","63","23","127","25.4","","Saturday","Virgo","21","99","Waxing","Pushya","പൂയ്യം","8","2","Capricorn","18","5","","Cancer","8","11","","Capricorn","26","5","","Capricorn","24","5","","Capricorn","13","5","EXALTED","Gemini","23","10","","Pisces","4","7","","Aquarius","15","6",""
"2026-01-28","21","35","40","46","68","11","210","42.0","","Wednesday","Virgo","18","82","Waxing","Mrigashira","മകയിരം","5","1","Capricorn","15","5","","Taurus","25","9","EXALTED","Capricorn","20","5","","Capricorn","20","5","","Capricorn","10","5","EXALTED","Gemini","23","10","","Pisces","4","7","","Aquarius","15","6",""
"2026-01-26","21","31","51","60","63","18","226","45.2","","Monday","Virgo","16","61","Waxing","Bharani","ഭരണി","2","4","Capricorn","13","5","","Aries","26","8","","Capricorn","17","5","","Capricorn","18","5","","Capricorn","9","5","EXALTED","Gemini","24","10","","Pisces","4","7","","Aquarius","15","6",""
"2026-01-24","2","16","35","61","63","5","177","35.4","","Saturday","Virgo","15","39","Waxing","Revati","രേവതി","27","4","Capricorn","11","5","","Pisces","28","7","","Capricorn","13","5","","Capricorn","15","5","","Capricorn","7","5","EXALTED","Gemini","24","10","","Pisces","4","7","","Aquarius","15","6",""
"2026-01-21","11","26","27","53","55","12","172","34.4","$209,300,000","Wednesday","Virgo","12","11","Waxing","Shatabhisha","ചതയം","24","4","Capricorn","8","5","","Aquarius","17","6","","Capricorn","8","5","","Capricorn","12","5","","Capricorn","5","5","EXALTED","Gemini","24","10","","Pisces","4","7","","Aquarius","15","6",""
"2026-01-19","5","28","34","37","55","17","159","31.8","","Monday","Virgo","10","2","Waxing","Shravana","തിരുവോണം","22","4","Capricorn","6","5","","Capricorn","21","5","","Capricorn","5","5","","Capricorn","9","5","","Capricorn","3","5","EXALTED","Gemini","25","10","","Pisces","3","7","","Aquarius","15","6",""
"2026-01-17","5","8","27","49","57","14","146","29.2","","Saturday","Virgo","9","1","Waning","Purva Ashadha","പൂരാടം","20","4","Capricorn","4","5","","Sagittarius","26","4","","Capricorn","2","5","","Capricorn","7","5","","Capricorn","2","5","EXALTED","Gemini","25","10","","Pisces","3","7","","Aquarius","15","6",""
"2026-01-14","6","24","39","43","51","2","163","32.6","","Wednesday","Virgo","6","12","Waning","Jyeshtha","തൃക്കേട്ട","18","1","Capricorn","1","5","","Scorpio","20","3","DEBILITATED","Sagittarius","27","4","","Capricorn","3","5","","Sagittarius","29","4","","Gemini","25","10","","Pisces","3","7","","Aquarius","16","6",""
"2026-01-12","5","27","45","56","59","4","192","38.4","","Monday","Virgo","4","27","Waning","Vishakha","വിശാഖം","16","2","Sagittarius","29","4","","Libra","26","2","","Sagittarius","23","4","","Capricorn","0","5","","Sagittarius","28","4","","Gemini","26","10","","Pisces","3","7","","Aquarius","16","6",""
"2026-01-10","5","19","21","28","64","14","137","27.4","","Saturday","Virgo","3","45","Waning","Chitra","ചിത്തിര","14","3","Sagittarius","27","4","","Libra","2","2","","Sagittarius","20","4","","Sagittarius","28","4","","Sagittarius","26","4","","Gemini","26","10","","Pisces","3","7","","Aquarius","16","6",""
"2026-01-07","15","28","57","58","63","23","221","44.2","","Wednesday","Virgo","0","74","Waning","Purva Phalguni","പൂരം","11","4","Sagittarius","24","4","","Leo","25","12","","Sagittarius","16","4","","Sagittarius","24","4","","Sagittarius","24","4","","Gemini","26","10","","Pisces","2","7","","Aquarius","16","6",""
"2026-01-05","4","18","24","51","56","14","153","30.6","","Monday","Leo","28","90","Waning","Ashlesha","ആയില്യം","9","4","Sagittarius","22","5","","Cancer","28","12","","Sagittarius","12","5","","Sagittarius","21","5","","Sagittarius","22","5","","Gemini","26","11","","Pisces","2","8","","Aquarius","16","7",""
"2026-01-03","18","21","40","53","60","23","192","38.4","","Saturday","Leo","27","99","Waning","Punarvasu","പുണർതം","7","3","Sagittarius","20","5","","Cancer","0","11","","Sagittarius","9","5","","Sagittarius","19","5","","Sagittarius","21","5","","Gemini","27","11","","Pisces","2","8","","Aquarius","16","7",""
"2025-12-31","11","18","21","24","38","26","112","22.4","","Wednesday","Leo","24","92","Waxing","Rohini","രോഹിണി","4","2","Sagittarius","17","5","","Taurus","15","10","EXALTED","Sagittarius","5","5","","Sagittarius","15","5","","Sagittarius","19","5","","Gemini","27","11","","Pisces","2","8","","Aquarius","17","7",""
"2025-12-29","11","19","34","48","53","21","165","33.0","","Monday","Leo","22","76","Waxing","Bharani","ഭരണി","2","1","Sagittarius","14","5","","Aries","15","9","","Sagittarius","2","5","","Sagittarius","13","5","","Sagittarius","17","5","","Gemini","27","11","","Pisces","2","8","","Aquarius","17","7",""
"2025-12-27","5","20","34","39","62","1","160","32.0","","Saturday","Leo","21","54","Waxing","Revati","രേവതി","27","1","Sagittarius","12","5","","Pisces","17","8","","Scorpio","29","4","","Sagittarius","10","5","","Sagittarius","16","5","","Gemini","28","11","","Pisces","2","8","","Aquarius","17","7",""
"2025-12-24","4","25","31","52","59","19","171","34.2","$1,816,800,000","Wednesday","Leo","18","24","Waxing","Shatabhisha","ചതയം","24","1","Sagittarius","9","5","","Aquarius","7","7","","Scorpio","24","4","","Sagittarius","6","5","","Sagittarius","13","5","","Gemini","28","11","","Pisces","2","8","","Aquarius","17","7",""
"2025-12-22","3","18","36","41","54","7","152","30.4","","Monday","Leo","16","9","Waxing","Shravana","തിരുവോണം","22","1","Sagittarius","7","5","","Capricorn","12","6","","Scorpio","21","4","","Sagittarius","4","5","","Sagittarius","12","5","","Gemini","28","11","","Pisces","1","8","","Aquarius","17","7",""
"2025-12-20","4","5","28","52","69","20","158","31.6","","Saturday","Leo","15","1","Waxing","Purva Ashadha","പൂരാടം","20","2","Sagittarius","5","5","","Sagittarius","17","5","","Scorpio","18","4","","Sagittarius","1","5","","Sagittarius","10","5","","Gemini","28","11","","Pisces","1","8","","Aquarius","17","7",""
"2025-12-17","25","33","53","62","66","17","239","47.8","","Wednesday","Leo","12","3","Waning","Anuradha","അനിഴം","17","3","Sagittarius","2","5","","Scorpio","11","4","DEBILITATED","Scorpio","14","4","","Scorpio","28","4","","Sagittarius","8","5","","Gemini","29","11","","Pisces","1","8","","Aquarius","18","7",""
"2025-12-15","23","35","59","63","68","2","248","49.6","","Monday","Leo","11","13","Waning","Swati","ചോതി","15","4","Sagittarius","0","5","","Libra","18","3","","Scorpio","11","4","","Scorpio","25","4","","Sagittarius","6","5","","Gemini","29","11","","Pisces","1","8","","Aquarius","19","7",""
"2025-12-13","1","28","31","57","58","16","175","35.0","","Saturday","Leo","9","28","Waning","Chitra","ചിത്തിര","14","1","Scorpio","28","4","","Virgo","24","2","","Scorpio","9","4","","Scorpio","23","4","","Sagittarius","5","5","","Gemini","29","11","","Pisces","1","8","","Aquarius","19","7",""
"2025-12-10","10","16","29","33","69","22","157","31.4","","Wednesday","Leo","6","57","Waning","Purva Phalguni","പൂരം","11","2","Scorpio","25","4","","Leo","17","1","","Scorpio","5","4","","Scorpio","19","4","","Sagittarius","3","5","","Cancer","0","11","EXALTED","Pisces","1","8","","Aquarius","19","7",""
"2025-12-08","8","32","52","56","64","23","212","42.4","","Monday","Leo","5","77","Waning","Ashlesha","ആയില്യം","9","2","Scorpio","23","4","","Cancer","20","12","","Scorpio","3","4","","Scorpio","16","4","","Sagittarius","1","5","","Cancer","0","11","EXALTED","Pisces","1","8","","Aquarius","19","7",""
"2025-12-06","13","14","26","28","44","7","125","25.0","","Saturday","Leo","3","93","Waning","Punarvasu","പുണർതം","7","1","Scorpio","21","4","","Gemini","22","11","","Scorpio","0","4","","Scorpio","14","4","","Sagittarius","0","4","","Cancer","0","11","EXALTED","Pisces","1","8","","Aquarius","19","7",""
"2025-12-03","1","14","20","46","51","26","132","26.4","","Wednesday","Leo","0","99","Waxing","Krittika","കാർത്തിക","3","3","Scorpio","18","4","","Taurus","7","10","EXALTED","Libra","28","3","","Scorpio","10","4","","Scorpio","27","4","","Cancer","0","12","EXALTED","Pisces","1","8","","Aquarius","20","7",""
"2025-12-01","5","18","26","47","59","1","155","31.0","","Monday","Cancer","29","88","Waxing","Ashwini","അശ്വതി","1","2","Scorpio","16","5","","Aries","6","10","","Libra","27","4","","Scorpio","7","5","","Scorpio","26","5","","Cancer","0","1","EXALTED","Pisces","1","9","","Aquarius","20","8",""
"2025-11-29","19","22","30","32","59","1","162","32.4","","Saturday","Cancer","27","70","Waxing","Uttara Bhadrapada","ഉത്രട്ടാതി","26","2","Scorpio","14","5","","Pisces","7","9","","Libra","27","4","","Scorpio","5","5","","Scorpio","24","5","","Cancer","0","1","EXALTED","Pisces","1","9","","Aquarius","20","8",""
"2025-11-26","7","8","15","19","28","3","77","15.4","","Wednesday","Cancer","25","39","Waxing","Dhanishta","അവിട്ടം","23","2","Scorpio","11","5","","Capricorn","28","7","","Libra","27","4","","Scorpio","1","5","","Scorpio","22","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","20","8",""
"2025-11-24","8","16","26","30","58","14","138","27.6","","Monday","Cancer","23","21","Waxing","Uttara Ashadha","ഉത്രാടം","21","2","Scorpio","9","5","","Capricorn","3","7","","Libra","28","4","","Libra","29","4","","Scorpio","21","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","20","8",""
"2025-11-22","28","32","36","51","69","2","216","43.2","","Saturday","Cancer","21","8","Waxing","Mula","മൂലം","19","3","Scorpio","7","5","","Sagittarius","8","6","","Scorpio","1","5","","Libra","26","4","","Scorpio","19","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","21","8",""
"2025-11-19","10","31","49","51","68","19","209","41.8","","Wednesday","Cancer","19","0","Waning","Vishakha","വിശാഖം","16","4","Scorpio","4","5","","Scorpio","3","5","DEBILITATED","Scorpio","4","5","","Libra","22","4","","Scorpio","17","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","21","8",""
"2025-11-17","7","33","50","57","66","23","213","42.6","","Monday","Cancer","17","4","Waning","Swati","ചോതി","15","1","Scorpio","2","5","","Libra","9","4","","Scorpio","7","5","","Libra","20","4","","Scorpio","16","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","22","8",""
"2025-11-15","6","7","12","47","53","21","125","25.0","","Saturday","Cancer","15","15","Waning","Hasta","അത്തം","13","2","Scorpio","0","4","","Virgo","15","3","","Scorpio","9","5","","Libra","17","4","","Scorpio","14","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","22","8",""
"2025-11-12","29","39","43","51","65","23","227","45.4","","Wednesday","Cancer","13","40","Waning","Magha","മകം","10","3","Libra","27","4","DEBILITATED","Leo","8","2","","Scorpio","12","5","","Libra","14","4","","Scorpio","12","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","22","8",""
"2025-11-10","6","28","44","48","58","23","184","36.8","","Monday","Cancer","11","61","Waning","Pushya","പൂയ്യം","8","3","Libra","25","4","DEBILITATED","Cancer","12","1","","Scorpio","12","5","","Libra","11","4","","Scorpio","11","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","22","8",""
"2025-11-08","3","53","60","62","68","11","246","49.2","","Saturday","Cancer","10","82","Waning","Ardra","തിരുവാതിര","6","3","Libra","23","4","DEBILITATED","Gemini","14","12","","Scorpio","13","5","","Libra","9","4","","Scorpio","9","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","22","8",""
"2025-11-05","9","17","29","61","66","26","182","36.4","","Wednesday","Cancer","7","99","Waning","Krittika","കാർത്തിക","3","1","Libra","20","4","DEBILITATED","Aries","29","10","","Scorpio","12","5","","Libra","5","4","","Scorpio","7","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","22","8",""
"2025-11-03","3","32","40","43","57","18","175","35.0","","Monday","Cancer","5","97","Waxing","Revati","രേവതി","27","4","Libra","18","4","DEBILITATED","Pisces","28","9","","Scorpio","11","5","","Libra","2","4","","Scorpio","6","5","","Cancer","1","1","EXALTED","Pisces","1","9","","Aquarius","23","8",""
"2025-11-01","2","26","43","44","62","22","177","35.4","","Saturday","Gemini","21","84","Waxing","Purva Bhadrapada","പൂരുരുട്ടാതി","25","3","Libra","16","5","DEBILITATED","Aquarius","28","9","","Scorpio","9","6","","Libra","0","4","","Scorpio","4","6","","Cancer","1","2","EXALTED","Pisces","2","10","","Aquarius","23","9",""
"2025-10-29","4","24","49","60","65","1","202","40.4","","Wednesday","Gemini","18","55","Waxing","Shravana","തിരുവോണം","22","3","Libra","13","5","DEBILITATED","Capricorn","18","8","","Scorpio","6","6","","Virgo","26","4","DEBILITATED","Scorpio","2","6","","Cancer","1","2","EXALTED","Pisces","2","10","","Aquarius","23","9",""
"2025-10-27","17","39","43","51","66","20","216","43.2","","Monday","Gemini","17","35","Waxing","Purva Ashadha","പൂരാടം","20","3","Libra","11","5","DEBILITATED","Sagittarius","23","7","","Scorpio","4","6","","Virgo","24","4","DEBILITATED","Scorpio","0","6","","Cancer","1","2","EXALTED","Pisces","2","10","","Aquarius","23","9",""
"2025-10-25","2","12","22","39","67","15","142","28.4","","Saturday","Gemini","15","18","Waxing","Jyeshtha","തൃക്കേട്ട","18","4","Libra","9","5","DEBILITATED","Scorpio","29","6","DEBILITATED","Scorpio","2","6","","Virgo","21","4","DEBILITATED","Libra","29","5","","Cancer","0","2","EXALTED","Pisces","2","10","","Aquarius","23","9",""
"2025-10-22","18","37","52","54","60","12","221","44.2","","Wednesday","Gemini","12","2","Waxing","Vishakha","വിശാഖം","16","1","Libra","6","5","DEBILITATED","Libra","23","5","","Libra","29","5","","Virgo","17","4","DEBILITATED","Libra","27","5","","Cancer","0","2","EXALTED","Pisces","2","10","","Aquarius","23","9",""
"2025-10-20","32","38","66","67","69","19","272","54.4","","Monday","Gemini","11","0","Waning","Chitra","ചിത്തിര","14","2","Libra","4","5","DEBILITATED","Virgo","29","4","","Libra","26","5","","Virgo","15","4","DEBILITATED","Libra","26","5","","Cancer","0","2","EXALTED","Pisces","2","10","","Aquarius","24","9",""
"2025-10-18","3","11","27","40","58","10","139","27.8","","Saturday","Gemini","9","5","Waning","Uttara Phalguni","ഉത്രം","12","3","Libra","2","5","DEBILITATED","Virgo","5","4","","Libra","23","5","","Virgo","12","4","DEBILITATED","Libra","24","5","","Cancer","0","2","EXALTED","Pisces","2","10","","Aquarius","24","9",""
"2025-10-15","10","13","28","34","47","15","132","26.4","","Wednesday","Gemini","6","26","Waning","Ashlesha","ആയില്യം","9","4","Virgo","29","4","","Cancer","28","2","","Libra","19","5","","Virgo","9","4","DEBILITATED","Libra","22","5","","Cancer","0","1","EXALTED","Pisces","2","10","","Aquarius","24","9",""
"2025-10-13","13","14","32","52","64","12","175","35.0","","Monday","Gemini","4","46","Waning","Punarvasu","പുണർതം","7","4","Virgo","27","4","","Cancer","1","2","","Libra","17","5","","Virgo","6","4","DEBILITATED","Libra","21","5","","Cancer","0","1","EXALTED","Pisces","3","10","","Aquarius","24","9",""
"2025-10-11","13","16","18","20","27","10","94","18.8","","Saturday","Gemini","2","68","Waning","Mrigashira","മകയിരം","5","4","Virgo","25","4","","Gemini","4","1","","Libra","14","5","","Virgo","4","4","DEBILITATED","Libra","19","5","","Gemini","29","1","","Pisces","3","10","","Aquarius","24","9",""
"2025-10-08","8","10","44","48","54","14","164","32.8","","Wednesday","Gemini","0","94","Waning","Bharani","ഭരണി","2","2","Virgo","22","5","","Aries","19","12","","Libra","9","6","","Virgo","0","4","DEBILITATED","Libra","17","6","","Gemini","29","2","","Pisces","3","11","","Aquarius","24","10",""
"2025-10-06","28","29","32","66","67","3","222","44.4","","Monday","Taurus","28","100","Waxing","Revati","രേവതി","27","1","Virgo","20","5","","Pisces","19","11","","Libra","6","6","","Leo","27","4","","Libra","16","6","","Gemini","29","2","","Pisces","3","11","","Aquarius","24","10",""
"2025-10-04","3","7","47","67","68","2","192","38.4","","Saturday","Taurus","26","94","Waxing","Purva Bhadrapada","പൂരുരുട്ടാതി","25","1","Virgo","18","5","","Aquarius","20","10","","Libra","3","6","","Leo","25","4","","Libra","14","6","","Gemini","29","2","","Pisces","3","11","","Aquarius","24","10",""
"2025-10-01","8","17","22","28","55","14","130","26.0","","Wednesday","Taurus","23","71","Waxing","Uttara Ashadha","ഉത്രാടം","21","4","Virgo","15","5","","Capricorn","10","9","","Virgo","29","5","EXALTED","Leo","21","4","","Libra","12","6","","Gemini","28","2","","Pisces","3","11","","Aquarius","24","10",""
"2025-09-29","1","3","27","60","65","16","156","31.2","","Monday","Taurus","21","51","Waxing","Purva Ashadha","പൂരാടം","20","1","Virgo","13","5","","Sagittarius","14","8","","Virgo","26","5","EXALTED","Leo","19","4","","Libra","11","6","","Gemini","28","2","","Pisces","4","11","","Aquarius","24","10",""
"2025-09-27","10","16","32","61","66","4","185","37.0","","Saturday","Taurus","19","33","Waxing","Jyeshtha","തൃക്കേട്ട","18","2","Virgo","11","5","","Scorpio","20","7","DEBILITATED","Virgo","22","5","EXALTED","Leo","16","4","","Libra","10","6","","Gemini","28","2","","Pisces","4","11","","Aquarius","24","10",""
"2025-09-24","15","31","45","49","53","19","193","38.6","","Wednesday","Taurus","16","10","Waxing","Swati","ചോതി","15","3","Virgo","8","5","","Libra","15","6","","Virgo","17","5","EXALTED","Leo","13","4","","Libra","8","6","","Gemini","27","2","","Pisces","4","11","","Aquarius","24","10",""
